ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1-4018,SI20BR2-15,"RFQ FREQUENCY CONVERTER 20BRx To be deleted.",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,24/06/2021,24/06/2021,24/06/2021,24/06/2021,"SI20BR2-5 FS","SI20BR2-5","SI20BR2-10 FS","SI20BR2-10",46,46,46,46,10,10,10,10,19,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4019,SI20BR2-5,"BASIC DESIGN / SPECIFICATION / PREPARE RFQ FREQUENCY CONVERTER 20BRx  To be deleted.",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,27/05/2021,27/05/2021,23/06/2021,23/06/2021,"SI20BR2-41 FS","SI20BR2-41","SI20BR2-15 FS","SI20BR2-15",42,42,46,46,9,9,10,10,14,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4020,SI20BR2-25,"DETAIL DESIGN /MANUFACTURING / SHOP TEST FREQUENCY CONVERTER 20BRx To be deleted.",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,15/01/2022,,13/06/2022,,"SI20BR2-20 FS","SI20BR2-20","SI20BR2-30 FS","SI20BR2-30",76,,97,,17,,22,,45,216,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4021,SI20BR2-41,"(DF) INPUT FROM PTEC AVAILABLE (PUMP SPEC/PUMP MOTOR SPEC) To be deleted.",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,27/05/2021,27/05/2021,27/05/2021,27/05/2021,"SI20PAS2A85 FS","SI20PAS2A85","SI20BR2-5 FS","SI20BR2-5",42,42,42,42,9,9,9,9,14,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4022,SI20MBV2-07,"ERECTION MANUALS ON SITE  LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,05/07/2022,,05/07/2022,,"SI20MBV3-82 FS","SI20MBV3-82","SI20MBV6-15 FS","SI20MBV6-15",100,,100,,23,,23,,72,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4023,SI20MBV2-81,"QUOTATION STAGE LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,09/04/2021,09/04/2021,03/06/2021,03/06/2021,"SI20MBV2-77 FS","SI20MBV2-77","SI20MBV2-86 FS","SI20MBV2-86",35,35,43,43,8,8,10,10,8,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4024,SI20MBV2-77,"BASIC DESIGN / PREP. LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,05/02/2021,05/02/2021,08/04/2021,08/04/2021,"SI-----1-05 FS","SI-----1-05","SI20MBV2-81 FS","SI20MBV2-81",26,26,35,35,6,6,8,8,4,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4025,SI20MBV3-27,"DETAIL DESIGN LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,04/06/2021,04/06/2021,29/09/2021,29/09/2021,"SI20MBV2-86 FS","SI20MBV2-86","SI20MBV3-82 FS,SI20MBV3-83 FS,SI20MBV3-83 FF","SI20MBV3-82,SI20MBV3-83,SI20MBV3-83",43,43,60,60,10,10,14,14,16,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4026,SI20MBV2-89,"(DF) INPUT FOR MS3 LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,17/06/2021,17/06/2021,17/06/2021,17/06/2021,"SI20MBV2-86 SS","SI20MBV2-86","SI20UMX2-60 FS,SI20MBV3-83 FS","SI20UMX2-60,SI20MBV3-83",45,45,45,45,10,10,10,10,17,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4027,SI20MBV6-40,"(RFP) READY FOR PIPE CONNECTION CLEAN/DIRTY OIL TANK MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,29/08/2022,,29/08/2022,,"SI20MBV6-15 SS","SI20MBV6-15","SI20MBV6-85 FS,SI20UEN615 FF,SI20TPM17A6-20 FS,SI20TPM18A6-20 FS","SI20MBV6-85,SI20UEN615,SI20TPM17A6-20,SI20TPM18A6-20",108,,108,,25,,25,,79,1040,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4028,SI20MBV6-15,"MECHANICAL ERECTION CLEAN/DIRTY OIL TANK MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,02/08/2022,,03/10/2022,,"SI20MBV2-07 FS,SI20MBV4-41 FS,SI20UMX5B46 FS","SI20MBV2-07,SI20MBV4-41,SI20UMX5B46","SI20MBV6-40 SS,SI20MBV7-15 FF,SI20MBV8-15 FS,SI20MBV6-75 SS","SI20MBV6-40,SI20MBV7-15,SI20MBV8-15,SI20MBV6-75",104,,113,,24,,26,,76,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4029,SI20MBV8-15,"(TOP-MBV90) LUBE OIL TRANSFER SYSTEM MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,25/05/2023,,25/05/2023,,"SI20MBV7-15 FS,SI20MBV7-15 FF,SI20MBV6-15 FS,SI20MBV6-75 FS,SI20MBV7-20 FS,SI20MBV6-85 FS,SI20MBV7-25 FS","SI20MBV7-15,SI20MBV7-15,SI20MBV6-15,SI20MBV6-75,SI20MBV7-20,SI20MBV6-85,SI20MBV7-25","SI20MB-9-15 FS,SI20MBV8-155 FS,SI20TPM17A8-30 FS,SI20TPM18A8-30 FS","SI20MB-9-15,SI20MBV8-155,SI20TPM17A8-30,SI20TPM18A8-30",146,,146,,34,,34,,97,64,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4030,SI20MBV7-15,"ELECTRICAL ERECTION CLEAN/DIRTY OIL TANK MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,25/10/2022,,31/10/2022,,"SI20MBV6-15 FF","SI20MBV6-15","SI20MBV8-15 FS,SI20MBV8-15 FF,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20MBV8-15,SI20MBV8-15,SI20BZK7D11#,SI20BZK7D11#",116,,117,,27,,27,,84,1712,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4031,SI20MBV2-86,"CONTRACT INTO FORCE LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,04/06/2021,04/06/2021,04/06/2021,04/06/2021,"SI20MBV2-81 FS","SI20MBV2-81","SI20MBV3-27 FS,SI20MBV2-89 SS,SI20MBV2-67 SS,SI20MBV3-82 FS,SI20MBV2-90 FS","SI20MBV3-27,SI20MBV2-89,SI20MBV2-67,SI20MBV3-82,SI20MBV2-90",43,43,43,43,10,10,10,10,16,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4032,SI20MBV2-67,"(DF) INPUT FOR M2 LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,17/06/2021,17/06/2021,17/06/2021,17/06/2021,"SI20MBV2-86 SS","SI20MBV2-86","SI---4P2A10 FS","SI---4P2A10",45,45,45,45,10,10,10,10,17,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4033,SI20MBV3-81,"(RFS) READY FOR SHIPMENT LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,30/05/2022,,30/05/2022,,"SI20MBV4B10 FS","SI20MBV4B10","SI20MBV4-26 FS","SI20MBV4-26",95,,95,,22,,22,,67,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4034,SI20MBV4-41,"(OTD-OS) ON SITE LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,01/08/2022,,01/08/2022,,"SI20MBV4-26 FS","SI20MBV4-26","SI20MBV6-15 FS,SI20MBV6-75 FS,SI20MBV6-85 FS","SI20MBV6-15,SI20MBV6-75,SI20MBV6-85",104,,104,,24,,24,,76,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4035,SI20MBV4-26,"TRANSPORT LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,31/05/2022,,01/08/2022,,"SI20MBV3-81 FS","SI20MBV3-81","SI20MBV4-41 FS","SI20MBV4-41",95,,104,,22,,24,,67,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4036,SI20MBV3-82,"MANUFACTURING / SHOP TEST LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,14/12/2021,,02/05/2022,,"SI20MBV3-27 FS,SI20MBV2-86 FS,SI20MBV3-83 FS,SI20MBV3-83 FF,SI20MBV3-83 SS","SI20MBV3-27,SI20MBV2-86,SI20MBV3-83,SI20MBV3-83,SI20MBV3-83","SI20MBV3B70 FS,SI20MBV2-07 FS","SI20MBV3B70,SI20MBV2-07",71,,91,,16,,21,,42,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4037,SI20MBV4B10,"LOGISTICS AND CUSTOMS PREPARATION LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,03/05/2022,,30/05/2022,,"SI20MBV3B70 FS","SI20MBV3B70","SI20MBV3-81 FS","SI20MBV3-81",91,,95,,21,,22,,61,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4038,SI20MBV3B70,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,02/05/2022,,02/05/2022,,"SI20MBV3-82 FS","SI20MBV3-82","SI20MBV4B10 FS","SI20MBV4B10",91,,91,,21,,21,,61,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4039,SI20MBV2-90,"(DF) INPUT FOR VEL  LUBE OIL TRANSFER  SYSTEMS MBV90",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,18/06/2021,18/06/2021,18/06/2021,18/06/2021,"SI20MBV2-86 FS","SI20MBV2-86","SP--B--2-61 FS","SP--B--2-61",45,45,45,45,10,10,10,10,18,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4040,SI20MBV6-80,"(RFP) READY FOR PIPE CONNECTION LUBE OIL TRANSFER PUMPS MBV90",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,12/09/2022,,12/09/2022,,"SI20MBV6-75 SS","SI20MBV6-75","SI20MBV6-85 FS,SI20UEN615 FF","SI20MBV6-85,SI20UEN615",110,,110,,25,,25,,81,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4041,SI20MBV6-75,"MECHANICAL ERECTION LUBE OIL TRANSFER PUMPS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,30/08/2022,,26/09/2022,,"SI20MBV4-41 FS,SI20UMX5B46 FS,SI20MBV6-15 SS","SI20MBV4-41,SI20UMX5B46,SI20MBV6-15","SI20MBV6-80 SS,SI20MBV7-20 FF,SI20MBV8-15 FS","SI20MBV6-80,SI20MBV7-20,SI20MBV8-15",108,,112,,25,,26,,79,872,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4042,SI20MBV7-20,"ELECTRICAL ERECTION LUBE OIL TRANSFER PUMPS MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,27/09/2022,,24/10/2022,,"SI20MBV6-75 FF","SI20MBV6-75","SI20MBV8-15 FS,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20MBV8-15,SI20BZK7D11#,SI20BZK7D11#",112,,116,,26,,27,,82,1768,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4043,SI20MBV6-85,"ERECTION,NDT,PT LUBE OIL TRANSFER  PIPING  MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,13/09/2022,,07/11/2022,,"SI20MBV4-41 FS,SI20MBV6-40 FS,SI20UMX5B46 FS,SI20MBV6-80 FS","SI20MBV4-41,SI20MBV6-40,SI20UMX5B46,SI20MBV6-80","SI20MBV7-25 FF,SI20MBV8-15 FS,SI20-6-16# FF,SI20-6-16# SS","SI20MBV7-25,SI20MBV8-15,SI20-6-16#,SI20-6-16#",110,,118,,25,,27,,81,1544,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4044,SI20MBV7-25,"ELECTRICAL ERECTION LUBE OIL TRANSFER  PIPING MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,25/10/2022,,21/11/2022,,"SI20MBV6-85 FF","SI20MBV6-85","SI20MBV8-15 FS,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20MBV8-15,SI20BZK7D11#,SI20BZK7D11#",116,,120,,27,,28,,84,1544,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4045,SI20MBV8-155,"COLD COMMISSIONING LUBE OIL TRANSFER SYSTEM MBV90",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,26/05/2023,,22/06/2023,,"SI20MBV8-15 FS,SI-PM-40 FS,SI20B--8-50 FS,SI20TPM17A8-30 FF,SI20TPM18A8-30 FF","SI20MBV8-15,SI-PM-40,SI20B--8-50,SI20TPM17A8-30,SI20TPM18A8-30","SI20MB-9-15 FS","SI20MB-9-15",146,,150,,34,,35,,97,64,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4046,SI--SG-2-95,"FINAL EXPLOSION PROTECTION CONCEPT & ESCAPE ROUTE AND FIRE PROTECTION DWGS AVAILABLE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,04/07/2021,04/07/2021,04/07/2021,04/07/2021,"SI--SG-2-50 FS,SI--SG-2-40 FS,SI--SG-2-97 FS","SI--SG-2-50,SI--SG-2-40,SI--SG-2-97","SI20SGA3-26 FS,SI20SGY3A25 FS,SI20SG-3-25 FS,SI20SGA3-25 FS,SI--SG-2-85 FS,SP20SGJ3-25 FS,SI--SGA3A25 FS","SI20SGA3-26,SI20SGY3A25,SI20SG-3-25,SI20SGA3-25,SI--SG-2-85,SP20SGJ3-25,SI--SGA3A25",48,48,48,48,11,11,11,11,20,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4047,SI--SG-2-96,"EXPLOSION PROTECTION CONCEPT FOR CLIENT REVIEW",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,20/03/2021,20/03/2021,13/04/2021,13/04/2021,"SI--SG-2-103 FS","SI--SG-2-103","SI--SG-2-97 FS","SI--SG-2-97",33,33,36,36,7,7,8,8,6,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4048,SI--SG-2-97,"UPDATED EXPLOSION PROTECTION CONCEPT AFTER ALIGNMENT WITH CLIENT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,14/04/2021,14/04/2021,20/04/2021,20/04/2021,"SI--SG-2-96 FS","SI--SG-2-96","SI--SG-2-95 FS","SI--SG-2-95",36,36,37,37,8,8,8,8,8,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4049,SI--SG-2-102,"PREPARATION OF FIRE PROTECTION CONCEPT FOR SUBMISSION TO BD",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,15/01/2021,15/01/2021,04/02/2021,04/02/2021,"SI--SG-2-30 FS,SI-----1-05 FS","SI--SG-2-30,SI-----1-05","SI--SG-2-104 FS","SI--SG-2-104",23,23,26,26,5,5,6,6,2,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4050,SI--SG-2-103,"PREPARATION OF EXPLOSION PROTECTION CONCEPT FOR SUBMISSION TO BD",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,15/01/2021,15/01/2021,19/03/2021,19/03/2021,"SI--SG-2-30 FS,SI-----1-05 FS","SI--SG-2-30,SI-----1-05","SI--SG-2-96 FS","SI--SG-2-96",23,23,32,32,5,5,7,7,2,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4051,SI--SG-2-104,"BD- SUBMISSON & APPROVAL - FIRE PROTECTION CONCEPT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,05/02/2021,05/02/2021,05/04/2021,05/04/2021,"SI--SG-2-102 FS","SI--SG-2-102","SI--SG-2-106 FS","SI--SG-2-106",26,26,35,35,6,6,8,8,4,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4052,SI--SG-2-106,"UPDATE OF FIRE PROTECTION CONCEPT AFTER BD ALIGNMENT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,06/04/2021,06/04/2021,19/04/2021,19/04/2021,"SI--SG-2-104 FS","SI--SG-2-104","SI--SG-2-90 FS","SI--SG-2-90",35,35,37,37,8,8,8,8,7,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4053,SI20BAT3-81,"(OTD-OS) ON SITE MAIN TRANSFORMERS 20BAT",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,12/08/2022,,12/08/2022,,"SI20BAT4-25 FS,SI-P222-102 FS,SI-P222-103 FS","SI20BAT4-25,SI-P222-102,SI-P222-103","SI20BAT4-10 FS","SI20BAT4-10",105,,105,,24,,24,,77,152,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4054,SI20BAT4B11,"LOGISTICS AND CUSTOMS PREPARATION TRANSFORMER OIL FOR 20BAT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,06/07/2022,,02/08/2022,,"SI20BAT3B71 FS","SI20BAT3B71","SI20BAT3-82 FS","SI20BAT3-82",100,,104,,23,,24,,72,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4055,SI20BAT3B71,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) TRANSFORMER OIL FOR 20BAT",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,05/07/2022,,05/07/2022,,"SI20BAT2-85 FS","SI20BAT2-85","SI20BAT4B11 FS","SI20BAT4B11",100,,100,,23,,23,,72,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4056,SI20BAT3-82,"(RFS) READY FOR SHIPMENT TRANSFORMER OIL FOR 20BAT",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,02/08/2022,,02/08/2022,,"SI20BAT4B11 FS","SI20BAT4B11","SI20BAT4-26 FS","SI20BAT4-26",104,,104,,24,,24,,76,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4057,SI20BAT4-26,"TRANSPORT TRANSFORMER OIL FOR 20BAT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,03/08/2022,,01/09/2022,,"SI20BAT3-82 FS","SI20BAT3-82","SI20BAT3-83 FS","SI20BAT3-83",104,,108,,24,,25,,76,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4058,SI20BAT3-83,"(OTD-OS) ON SITE TRANSFORMER OIL FOR 20BAT",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,01/09/2022,,01/09/2022,,"SI20BAT4-26 FS","SI20BAT4-26","SI20BAT7-17 FS","SI20BAT7-17",108,,108,,25,,25,,80,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4059,SI20BAT7-16,"TRANSFORMER READY FOR OIL FILLING 20BAT",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,02/09/2022,,02/09/2022,,"SI20BAT7-15 SS","SI20BAT7-15","SI20BAT7-17 FS","SI20BAT7-17",108,,108,,25,,25,,80,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4060,SI20BAT7-17,"OIL FILLING GENERATOR TRANSFORMER 20BAT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,02/09/2022,,08/09/2022,,"SI20BAT3-83 FS,SI20BAT7-16 FS,SI20GM-7E15 FS,SI20GM-7-15 FS","SI20BAT3-83,SI20BAT7-16,SI20GM-7E15,SI20GM-7-15","SI20BAT8-25 FS,SI20BAA7-15 FF,SI--SGM6-15 FS","SI20BAT8-25,SI20BAA7-15,SI--SGM6-15",108,,109,,25,,25,,80,440,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4061,SI--5552-91,"KICK OFF MEETING STEELWORK & CLADDING",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,28/05/2021,28/05/2021,28/05/2021,28/05/2021,"SI--5552-89 FS","SI--5552-89","SI20UBX3C25 FS,SI20UMC3B25 FS,SI20UBA3B25 FS","SI20UBX3C25,SI20UMC3B25,SI20UBA3B25",42,42,42,42,10,10,10,10,14,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4062,SI--5552-89,"PREPARATION KICK OFF  STEELWORK & CLADDING",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,14/05/2021,14/05/2021,27/05/2021,27/05/2021,"SI--5552-90 FS","SI--5552-90","SI--5552-91 FS","SI--5552-91",40,40,42,42,9,9,9,9,12,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4063,SI--5552-90,"CONTRACT INTO FORCE  STEELWORK & CLADDING",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,14/05/2021,14/05/2021,14/05/2021,14/05/2021,"SI--5552-87 FS","SI--5552-87","SI--5552-89 FS,SI20UBX3C25 FS,SI20UMC3B25 FS,SI20UBA3B25 FS","SI--5552-89,SI20UBX3C25,SI20UMC3B25,SI20UBA3B25",40,40,40,40,9,9,9,9,12,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4064,SI--5552-87,"QUOTATION STAGE STEELWORK & CLADDING",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,29/01/2021,29/01/2021,13/05/2021,13/05/2021,"SI-----1-05 FS","SI-----1-05","SI--5552-90 FS","SI--5552-90",25,25,40,40,6,6,9,9,3,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4065,SI--5552-93,"PREPARATION RFQ PAB PIPING SUPPLY",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,15/01/2021,15/01/2021,29/01/2021,29/01/2021,"SI-----1-05 FS","SI-----1-05","SI--5552-95 FS,SI--5552-92 FS","SI--5552-95,SI--5552-92",23,23,25,25,5,5,6,6,2,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4066,SI--5552-95,"CONTRACT INTO FORCE PAB PIPING SUPPLY",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,15/03/2021,15/03/2021,15/03/2021,15/03/2021,"SI--5552-93 FS,SI--5552-92 FS","SI--5552-93,SI--5552-92","SI20PAB3-20 FS","SI20PAB3-20",32,32,32,32,7,7,7,7,6,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4067,SI--5552-92,"QUOTATION STAGE PAB PIPING SUPPLY",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,30/01/2021,30/01/2021,14/03/2021,14/03/2021,"SI--5552-93 FS","SI--5552-93","SI--5552-95 FS","SI--5552-95",26,26,32,32,6,6,7,7,3,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4068,SI--5552-102,"PREPARATION KICK OFF SITE INFRASTRUCTURE",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,14/04/2021,14/04/2021,27/04/2021,27/04/2021,"SI--5552-103 FS","SI--5552-103","SI--3335-66 FS","SI--3335-66",36,36,38,38,8,8,8,8,8,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
