ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1-3964,SI20UTG2S-96,"(HS) START ERECTION STEEL STRUCTURE 20UTG03",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,13/06/2022,,13/06/2022,,"SI20UTG2S-94 FS,SI20UTG5-36 FS","SI20UTG2S-94,SI20UTG5-36","SI20UTG2S-98 FS","SI20UTG2S-98",97,,97,,22,,22,,69,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3965,SI20UTG2S-100,"(RFE) STEEL STRUCTURE 20UTG03",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,26/06/2022,,26/06/2022,,"SI20UTG2S-98 FS","SI20UTG2S-98","SI20QJ-6B42 FS,SI-P222-78 FS","SI20QJ-6B42,SI-P222-78",99,,99,,23,,23,,71,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3966,SI20UTG2S-98,"ERECTION STEELWORKS & CANOPIES 20UTG03",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,13/06/2022,,26/06/2022,,"SI20UTG2S-96 FS","SI20UTG2S-96","SI20UTG2S-100 FS","SI20UTG2S-100",97,,99,,22,,23,,69,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3967,SI20UTG2S-90,"HANDRAILS AND GRATING DWGS & CONNECTION FORCE REPORT 20UTG03",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,14/02/2022,,06/03/2022,,"SI20UTG2S-84 FF","SI20UTG2S-84","SI20UTG2S-92 FS","SI20UTG2S-92",80,,83,,18,,19,,49,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3968,SI20UTG2S-92,"(F) DETAIL DESIGN STEEL STRUCTURE WITH CONTRACTOR 20UTG03",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,07/03/2022,,07/03/2022,,"SI20UTG2S-90 FS,SI20UTG2S-84 FS,SI20UTG2S-86 FS","SI20UTG2S-90,SI20UTG2S-84,SI20UTG2S-86","SI20UTG2S-94 FS","SI20UTG2S-94",83,,83,,19,,19,,52,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3969,SI20UTG2S-84,"DETAIL DESIGN STEEL STRUCTURE 20UTG03",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,21/10/2021,,08/12/2021,,"SI20UTG2S-82 FS","SI20UTG2S-82","SI20UTG2S-92 FS,SI20UTG2S-90 FF,SI20UTG2S-86 FS","SI20UTG2S-92,SI20UTG2S-90,SI20UTG2S-86",63,,70,,14,,16,,35,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3970,SI20UTG2S-82,"(MS3) STEEL STRUCTURE FINAL DIMENSIONS, LOADS AVAILABLE 20UTG03",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,20/10/2021,,20/10/2021,,"SI20UTG2-65 FS","SI20UTG2-65","SI20UTG2S-84 FS","SI20UTG2S-84",63,,63,,14,,14,,35,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3971,SI20UTG2S-94,"FABRICATION DESIGN/FABRICATION/TRANSPORT STEEL STRUC.20UTG03",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,07/03/2022,,12/06/2022,,"SI20UTG2S-92 FS,SI20UTG2S-88 FS","SI20UTG2S-92,SI20UTG2S-88","SI20UTG2S-96 FS","SI20UTG2S-96",83,,97,,19,,22,,52,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3972,SI20UTG2S-86,"BD - SUBMISSION & APPROVAL - STEEL STRUCTURE 20UTG03",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,09/12/2021,,06/02/2022,,"SI20UTG2S-84 FS,SI-P221-579& FS,SI20UTG2-70 FS","SI20UTG2S-84,SI-P221-579&,SI20UTG2-70","SI20UTG2S-88 FS,SI20UTG2S-92 FS","SI20UTG2S-88,SI20UTG2S-92",70,,79,,16,,18,,41,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3973,SI20UTG2S-88,"BD - CONSENT LETTER - STEEL STRUCTURE 20UTG03",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,07/02/2022,,06/03/2022,,"SI20UTG2S-86 FS","SI20UTG2S-86","SI20UTG2S-94 FS","SI20UTG2S-94",79,,83,,18,,19,,48,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3974,SI20UTG2S-116,"(HS) START ERECTION STEEL STRUCTURE 20UTG05",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,27/05/2022,,27/05/2022,,"SI20UTG2S-114 FS,SI20UTG5-56 FS","SI20UTG2S-114,SI20UTG5-56","SI20UTG2S-118 FS","SI20UTG2S-118",94,,94,,22,,22,,66,2512,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3975,SI20UTG2S-120,"(RFE) STEEL STRUCTURE 20UTG05",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,09/06/2022,,09/06/2022,,"SI20UTG2S-118 FS","SI20UTG2S-118","SI20QJ-6B42 FS,SI-P222-78 FS","SI20QJ-6B42,SI-P222-78",96,,96,,22,,22,,69,2512,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3976,SI20UTG2S-118,"ERECTION STEELWORKS & CANOPIES 20UTG05",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,27/05/2022,,09/06/2022,,"SI20UTG2S-116 FS","SI20UTG2S-116","SI20UTG2S-120 FS","SI20UTG2S-120",94,,96,,22,,22,,66,2512,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3977,SI20UTG2S-110,"HANDRAILS AND GRATING DWGS & CONNECTION FORCE REPORT 20UTG05",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,28/01/2022,,17/02/2022,,"SI20UTG2S-104 FF","SI20UTG2S-104","SI20UTG2S-112 FS","SI20UTG2S-112",77,,80,,18,,18,,47,2512,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3978,SI20UTG2S-112,"(F) DETAIL DESIGN STEEL STRUCTURE WITH CONTRACTOR 20UTG05",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,18/02/2022,,18/02/2022,,"SI20UTG2S-110 FS,SI20UTG2S-104 FS,SI20UTG2S-106 FS","SI20UTG2S-110,SI20UTG2S-104,SI20UTG2S-106","SI20UTG2S-114 FS","SI20UTG2S-114",80,,80,,18,,18,,50,2512,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3979,SI20UTG2S-104,"DETAIL DESIGN STEEL STRUCTURE 20UTG05",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,20,TK_Active,20/09/2021,20/09/2021,07/11/2021,,"SI20UTG2S-102 FS","SI20UTG2S-102","SI20UTG2S-112 FS,SI20UTG2S-110 FF,SI20UTG2S-106 FS","SI20UTG2S-112,SI20UTG2S-110,SI20UTG2S-106",59,59,66,,13,13,15,,29,2624,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3980,SI20UTG2S-102,"(MS3) STEEL STRUCTURE FINAL DIMENSIONS, LOADS AVAILABLE 20UTG05",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,19/09/2021,19/09/2021,19/09/2021,19/09/2021,"SI20UTG2-73 FS","SI20UTG2-73","SI20UTG2S-104 FS","SI20UTG2S-104",59,59,59,59,13,13,13,13,29,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3981,SI20UTG2S-114,"FABRICATION DESIGN/FABRICATION/TRANSPORT STEEL STRUC.20UTG05",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,18/02/2022,,26/05/2022,,"SI20UTG2S-112 FS,SI20UTG2S-108 FS","SI20UTG2S-112,SI20UTG2S-108","SI20UTG2S-116 FS","SI20UTG2S-116",80,,94,,18,,22,,50,2512,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3982,SI20UTG2S-106,"BD - SUBMISSION & APPROVAL - STEEL STRUCTURE 20UTG05",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,08/11/2021,,06/01/2022,,"SI20UTG2S-104 FS,SI-P221-579& FS","SI20UTG2S-104,SI-P221-579&","SI20UTG2S-108 FS,SI20UTG2S-112 FS","SI20UTG2S-108,SI20UTG2S-112",66,,74,,15,,17,,37,2624,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3983,SI20UTG2S-108,"BD - CONSENT LETTER - STEEL STRUCTURE 20UTG05",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,07/01/2022,,03/02/2022,,"SI20UTG2S-106 FS","SI20UTG2S-106","SI20UTG2S-114 FS","SI20UTG2S-114",74,,78,,17,,18,,44,2624,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3984,SI20UTG2S-136,"(HS) START ERECTION STEEL STRUCTURE 20UTG06",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,13/06/2022,,13/06/2022,,"SI20UTG2S-134 FS,SI20UTG5-66 FS","SI20UTG2S-134,SI20UTG5-66","SI20UTG2S-138 FS","SI20UTG2S-138",97,,97,,22,,22,,69,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3985,SI20UTG2S-140,"(RFE) STEEL STRUCTURE 20UTG06",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,26/06/2022,,26/06/2022,,"SI20UTG2S-138 FS","SI20UTG2S-138","SI20QJ-6B42 FS,SI-P222-78 FS","SI20QJ-6B42,SI-P222-78",99,,99,,23,,23,,71,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3986,SI20UTG2S-138,"ERECTION STEELWORKS & CANOPIES 20UTG06",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,13/06/2022,,26/06/2022,,"SI20UTG2S-136 FS","SI20UTG2S-136","SI20UTG2S-140 FS","SI20UTG2S-140",97,,99,,22,,23,,69,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3987,SI20UTG2S-130,"HANDRAILS AND GRATING DWGS & CONNECTION FORCE REPORT 20UTG06",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,14/02/2022,,06/03/2022,,"SI20UTG2S-124 FF","SI20UTG2S-124","SI20UTG2S-132 FS","SI20UTG2S-132",80,,83,,18,,19,,49,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3988,SI20UTG2S-132,"(F) DETAIL DESIGN STEEL STRUCTURE WITH CONTRACTOR 20UTG06",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,07/03/2022,,07/03/2022,,"SI20UTG2S-130 FS,SI20UTG2S-124 FS,SI20UTG2S-126 FS","SI20UTG2S-130,SI20UTG2S-124,SI20UTG2S-126","SI20UTG2S-134 FS","SI20UTG2S-134",83,,83,,19,,19,,52,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3989,SI20UTG2S-124,"DETAIL DESIGN STEEL STRUCTURE 20UTG06",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,21/10/2021,,08/12/2021,,"SI20UTG2S-122 FS","SI20UTG2S-122","SI20UTG2S-132 FS,SI20UTG2S-130 FF,SI20UTG2S-126 FS","SI20UTG2S-132,SI20UTG2S-130,SI20UTG2S-126",63,,70,,14,,16,,35,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3990,SI20UTG2S-122,"(MS3) STEEL STRUCTURE FINAL DIMENSIONS, LOADS AVAILABLE 20UTG06",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,20/10/2021,,20/10/2021,,"SI20UTG2-81 FS","SI20UTG2-81","SI20UTG2S-124 FS","SI20UTG2S-124",63,,63,,14,,14,,35,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3991,SI20UTG2S-134,"FABRICATION DESIGN/FABRICATION/TRANSPORT STEEL STRUC.20UTG06",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,07/03/2022,,12/06/2022,,"SI20UTG2S-132 FS,SI20UTG2S-128 FS","SI20UTG2S-132,SI20UTG2S-128","SI20UTG2S-136 FS","SI20UTG2S-136",83,,97,,19,,22,,52,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3992,SI20UTG2S-126,"BD - SUBMISSION & APPROVAL - STEEL STRUCTURE 20UTG06",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,09/12/2021,,06/02/2022,,"SI20UTG2S-124 FS,SI-P221-579& FS,SI20UTG2S-12 SS","SI20UTG2S-124,SI-P221-579&,SI20UTG2S-12","SI20UTG2S-128 FS,SI20UTG2S-132 FS","SI20UTG2S-128,SI20UTG2S-132",70,,79,,16,,18,,41,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3993,SI20UTG2S-128,"BD - CONSENT LETTER - STEEL STRUCTURE 20UTG06",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,07/02/2022,,06/03/2022,,"SI20UTG2S-126 FS","SI20UTG2S-126","SI20UTG2S-134 FS","SI20UTG2S-134",79,,83,,18,,19,,48,2376,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3994,SI--BAW2-87,"BASIC DESIGN IN-/ OUTDOOR GROUNDING",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,29/06/2021,29/06/2021,09/08/2021,09/08/2021,"SI--BAW2-13 FS","SI--BAW2-13","SI--BAW2-88 FS","SI--BAW2-88",47,47,53,53,11,11,12,12,19,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3995,SI--BAW2-88,"DETAIL DESIGN IN-/ OUTDOOR GROUNDING",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,61,TK_Active,10/08/2021,10/08/2021,01/11/2021,,"SI--BAW2-87 FS","SI--BAW2-87","SI--BAW2-75 FS","SI--BAW2-75",53,53,65,,12,12,15,,25,1792,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3996,SI20UBA4B44,"LOGISTICS AND CUSTOMS PREPARATION ELECTRICAL MODULES 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,01/04/2022,,28/04/2022,,"SI20UBA3B78 FS","SI20UBA3B78","SI20UBA3G89 FS,SI20UBA3H20# FF","SI20UBA3G89,SI20UBA3H20#",86,,90,,20,,21,,55,792,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3997,SI20UBA3B78,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) ELECTRICAL MODULES 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,31/03/2022,,31/03/2022,,"SI20UBA3H55 FS,SI20UBA3-92 FS,SI20UBA3-89 FS","SI20UBA3H55,SI20UBA3-92,SI20UBA3-89","SI20UBA4B44 FS,SI20UBA3H20# FF","SI20UBA4B44,SI20UBA3H20#",86,,86,,20,,20,,54,792,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3998,SI20UBA4G58,"TRANSPORT ELECTRICAL MODULES 20UBA7310/30 (TO SITE)",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,29/04/2022,,23/06/2022,,"SI20UBA3G89 FS,SI-P222-100 FS","SI20UBA3G89,SI-P222-100","SI20UBA4B47 FS","SI20UBA4B47",90,,98,,21,,23,,60,792,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-3999,SI20UBA3G89,"(RFS) READY FOR SHIPMENT TO SITE ELECTRICAL MODULES 20UBA7310/30(TO SITE)",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,28/04/2022,,28/04/2022,,"SI20UBA4B44 FS","SI20UBA4B44","SI20UBA4G58 FS","SI20UBA4G58",90,,90,,21,,21,,59,792,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4000,SI20UBA4G57,"(ET4a) I&C CUBICLES AT WORKSHOP READY FOR COMPONENT INSTALLATION 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,19/11/2021,,19/11/2021,,"SI20CJ-4-11 FS","SI20CJ-4-11","SI20UBA3H55 FS","SI20UBA3H55",67,,67,,15,,15,,39,584,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4001,SI20CJ-4-11,"TRANSPORT TO WORKSHOP BOP I&C CABINETS FOR ELECTRICAL MODULES 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,12/11/2021,,17/11/2021,,"SI20CJ-3-53 FS","SI20CJ-3-53","SI20UBA4-51 FS,SI20UBA4G61 FS,SI20UBA4G57 FS","SI20UBA4-51,SI20UBA4G61,SI20UBA4G57",66,,67,,15,,15,,38,584,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4002,SI20CJ-3-53,"MANUFACTURING BOP I&C CABINETS FOR ELECTRICAL MODULES 20UBA7310/30 AND OM EQUIP. FOR PRECOMMISSIONING TEST",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,41,TK_Active,31/08/2021,31/08/2021,11/11/2021,,"SI20CJ-2-52 FS,SI--2222-30 FS,SI20CJ-3-21 SS","SI20CJ-2-52,SI--2222-30,SI20CJ-3-21","SI20CJ-4-11 FS","SI20CJ-4-11",56,56,66,,13,13,15,,27,584,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4003,SI20CJ-2-52,"(DF) GT/BOP I&C CABINETS FOR ELECTRICAL MODULES 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,31/08/2021,31/08/2021,31/08/2021,31/08/2021,"SI20CJ-3-21 FS","SI20CJ-3-21","SI20CJ-3-53 FS","SI20CJ-3-53",56,56,56,56,13,13,13,13,27,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4004,SI20CJ-3-21,"DETAIL DESIGN HW ENGINEERING BOP I&C CABINETS FOR ELECTRICAL MODULES 20UBA20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,26/04/2021,26/04/2021,30/08/2021,30/08/2021,"SI--C--2A40 SS,SI--C--2C55 FS,SI--C--2-85 FS","SI--C--2A40,SI--C--2C55,SI--C--2-85","SI20CJ-2-52 FS,SI20CJ-3-53 SS,SI20CJ-3-52 FF,SI20CJ-3-25 FF","SI20CJ-2-52,SI20CJ-3-53,SI20CJ-3-52,SI20CJ-3-25",38,38,56,56,8,8,13,13,10,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4005,SI20UBA3-90,"TEST PREPARATION & ASSEMBLY  TEST FACILITY 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,04/02/2022,,17/02/2022,,"SI20UBA4-63 FS","SI20UBA4-63","SI20UBA3-91 FS","SI20UBA3-91",78,,80,,18,,18,,48,584,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4006,SI20UBA3-91,"PRECOMMISSIONING TEST 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,18/02/2022,,10/03/2022,,"SI20UBA3-90 FS,SI20UBA3-87 SS","SI20UBA3-90,SI20UBA3-87","SI20UBA3-92 FS,SI20UBA3-94 FS,SI--CKA2-19 SS","SI20UBA3-92,SI20UBA3-94,SI--CKA2-19",80,,83,,18,,19,,50,584,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4007,SI20UBA3-92,"CLEANING AND PACKING TEST FACILITY 20UBA7310/30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,18/03/2022,,31/03/2022,,"SI20UBA3-91 FS,SI20UBA3-94 FS","SI20UBA3-91,SI20UBA3-94","SI20UBA3B78 FS","SI20UBA3B78",84,,86,,19,,20,,53,792,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4008,SI20UBA4B45,"LOGISTICS AND CUSTOMS PREPARATION BATTERIES BTA (TO SITE)",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,07/04/2022,,04/05/2022,,"SI20UBA3B79 FS","SI20UBA3B79","SI20UBA3G90 FS","SI20UBA3G90",87,,91,,20,,21,,56,1536,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4009,SI20UBA3B79,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) BATTERIES BTA",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,06/04/2022,,06/04/2022,,"SI20BTA3A25 FS","SI20BTA3A25","SI20UBA4B45 FS","SI20UBA4B45",87,,87,,20,,20,,56,1536,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4010,SI20UBA4G59,"TRANSPORT BATTERIES BTA (TO SITE)",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,19/10/2022,,13/12/2022,,"SI20UBA3G90 FS,SI20UBA4G54 FF","SI20UBA3G90,SI20UBA4G54","SI20BTA3A26 FS","SI20BTA3A26",115,,123,,26,,28,,83,200,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4011,SI20UBA3G90,"(RFS) READY FOR SHIPMENT TO SITE  BATTERIES BTA (TO SITE)",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,18/10/2022,,18/10/2022,,"SI20UBA4B45 FS","SI20UBA4B45","SI20UBA4G59 FS","SI20UBA4G59",115,,115,,26,,26,,83,200,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4012,SI20PAA2-55,"LOGISTICS AND CUSTOMS PREPARATION BACK WASH STRAINER 20PAA11",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,21/12/2021,,17/01/2022,,"SI20PAA2-45 FS,SI20PAS4B10 SS","SI20PAA2-45,SI20PAS4B10","SI20PAA2-60 FS","SI20PAA2-60",72,,76,,16,,17,,43,2712,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4013,SI20PAA2-45,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) BACK WASH STRAINER 20PAA11",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,08/12/2021,,08/12/2021,,"SI20PAA2-40 FS","SI20PAA2-40","SI20PAA2-55 FS","SI20PAA2-55",70,,70,,16,,16,,41,2808,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4014,SI20PAA2-75,"ERECTION BACK WASH STRAINER 20PAA11",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,15/03/2022,,11/04/2022,,"SI20PAA2-70 FS,SI20PAS6B15 SS,SI20UQX5-60 FS","SI20PAA2-70,SI20PAS6B15,SI20UQX5-60","SI20PAR8-06 FS,SI20PAR6A15 FF","SI20PAR8-06,SI20PAR6A15",84,,88,,19,,20,,53,2712,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4015,SI20BR2-20,"CONTRACT INTO FORCE FREQUENCY CONVERTER 20BRx To be deleted.",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,19/08/2021,19/08/2021,19/08/2021,19/08/2021,"SI20BR2-10 FS","SI20BR2-10","SI20BR2-25 FS","SI20BR2-25",54,54,54,54,12,12,12,12,26,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4016,SI20BR2-10,"QUOTATION STAGE FREQUENCY CONVERTER 20BR To be deleted.",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,24/06/2021,24/06/2021,18/08/2021,18/08/2021,"SI20BR2-15 FS","SI20BR2-15","SI20BR2-20 FS","SI20BR2-20",46,46,54,54,10,10,12,12,19,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-4017,SI20BR2-30,"TRANSPORT TO WORKSHOP FREQUENCY CONVERTER 20BRx (ST. INGBERT) To be deleted.",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,14/06/2022,,15/06/2022,,"SI20BR2-25 FS","SI20BR2-25","SI20UBA3G55 FS","SI20UBA3G55",97,,97,,22,,22,,69,216,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
